231;;"""ДЕЛИС"" МЕДИЦИНСКИЙ ЦЕНТР (ООО)";"(81362) 2-27-72, 2-82-79; 8 (921) 931-63-02";http://mcdelis.ru;"многопрофильное медицинское обслуживание; "
232;;"""ДЕЛОР"" МЕДИЦИНСКИЙ ЦЕНТР (ООО)";(812) 234-08-02, 234-92-36, 234-91-88, 238-70-66.;www.delor.narod.ru;"многопрофильное медицинское обслуживание; "
233;11830;"""ДЕЛЬТА ДЕНТ"" СЕТЬ СТОМАТОЛОГИЧЕСКИХ КЛИНИК (ЗАО)  Костромской пр., д.30";(812) 554-46-39;http://www.deltadent-spb.ru;"лечение стоматологических заболеваний; протезирование зубов; лечение ортодонтоза; хирургическая стоматология; "
235;20757;"""ДЕЛЬТА ДЕНТ"" СЕТЬ СТОМАТОЛОГИЧЕСКИХ КЛИНИК (ЗАО) Малоохтинский просп., 86-а";(812) 444-1010;http://www.deltadent-spb.ru;"лечение стоматологических заболеваний; протезирование зубов; лечение ортодонтоза; хирургическая стоматология; "
234;20756;"""ДЕЛЬТА ДЕНТ"" СЕТЬ СТОМАТОЛОГИЧЕСКИХ КЛИНИК (ЗАО) ул. Асафьева, 9, корп. 1";(812) 513-24-80;http://www.deltadent-spb.ru;"лечение стоматологических заболеваний; протезирование зубов; лечение ортодонтоза; хирургическая стоматология; "
236;;"""ДЕЛЬТА ДЕНТ"" СЕТЬ СТОМАТОЛОГИЧЕСКИХ КЛИНИК (ЗАО)Каменноостровский проспект, 20";(812) 235-77-55;http://www.deltadent-spb.ru;"лечение стоматологических заболеваний; протезирование зубов; лечение ортодонтоза; хирургическая стоматология; "
238;21378;"""ДЕНТАЛ-КОМПЛЕКС СПб"" ООО";(812) 315-55-48, 571-01-77;www.dcspb.ru;"лечение стоматологических заболеваний; протезирование зубов; "
239;46966;"""ДЕНТАЛ-СПА"" ООО";(812) 758-84-57, 758-62-60;;"лечение стоматологических заболеваний; "
237;4960;"""ДЕНТА-МЕД"" ООО";(812) 373-00-70, 373-68-71;http://www.denta-med.spb.ru;"лечение стоматологических заболеваний; протезирование зубов; хирургическая стоматология; "
240;4868;"""ДЕНТИДЕАЛ"" ОРТОДОНТИЧЕСКИЙ ЦЕНТР (ООО)";(812)273-02-90, 8-921-870-47-37;http://www.dentideal.ru;"лечение стоматологических заболеваний; протезирование зубов; исправление прикуса; отбеливание зубов; лечение ортодонтоза; "
241;;"""ДЕНТИДЕАЛ"" ОРТОДОНТИЧЕСКИЙ ЦЕНТР (ООО)Басков пер., д. 18";(812)272-13-26, 8-921-343-78-49;http://www.dentideal.ru;"лечение стоматологических заболеваний; протезирование зубов; исправление прикуса; отбеливание зубов; лечение ортодонтоза; "
242;;"""ДЕНТИДЕАЛ"" ОРТОДОНТИЧЕСКИЙ ЦЕНТР (ООО)Звенигородская ул., д. 14";(812)575-62-69, 8-921-343-79-86;http://www.dentideal.ru;"лечение стоматологических заболеваний; протезирование зубов; исправление прикуса; отбеливание зубов; лечение ортодонтоза; "
243;;"""ДЕНТИДЕАЛ"" ОРТОДОНТИЧЕСКИЙ ЦЕНТР (ООО)Подъездной пер., д. 3, лит. А";(812)712-42-95, 8-981-851-26-96;http://www.dentideal.ru;"лечение стоматологических заболеваний; протезирование зубов; исправление прикуса; отбеливание зубов; лечение ортодонтоза; "
244;;"""ДЕНТИДЕАЛ"" ОРТОДОНТИЧЕСКИЙ ЦЕНТР (ООО)Пр. Луначарского, д. 13, корп. 1 ";(812)491-13-75, 8-911-947-31-78;http://www.dentideal.ru;"лечение стоматологических заболеваний; протезирование зубов; исправление прикуса; отбеливание зубов; лечение ортодонтоза; "
282;4918;"""ДЕТСКАЯ ПСИХИАТРИЯ"" ЦЕНТР ВОССТАНОВИТЕЛЬНОГО ЛЕЧЕНИЯ";"(812) 234-47-11;(812) 234-23-33, 346-12-67, 234-31-38";http://www.cvl.spb.ru/;"лечение психоневрологических заболеваний у детей; УЗИ-диагностика; судебно-медицинская экспертиза; реабилитационное лечение; "
284;975;"""ДЕТСКИЕ ДЮНЫ"" ДЕТСКИЙ САНАТОРИЙ (РЕАБИЛИТАЦИОННЫЙ ЦЕНТР)";"(812)437-30-57;434-12-75;437-40-04";http://www.detdune.ru/;"санаторное лечение педиатрических заболеваний; санаторное лечение сердечно-сосудистых заболеваний; санаторное лечение гастроэнтерологических заболеваний; санаторное лечение отоларингологических заболеваний; "
330;47058;"""ДЖУЛИО"" СТОМАТОЛОГИЧЕСКИЙ ЦЕНТР (ООО)";"(812) 373-82-91; +7 (931) 005-22-15; +7 (911) 007-55-53";www.giulio.ru;"лечение стоматологических заболеваний; "
332;;"""ДИАГНОСТИКА "" МЕДИЦИНСКИЙ ЦЕНТР (ООО)";"(81371) 1-15-94; (81371) 2-14-77 ";http://diamedi.ru/;"комплексное диагностическое обследование; "
331;;"""ДИАГНОСТИКА +"" МЕДИЦИНСКИЙ ЦЕНТР (ООО)";"(81371) 9-07-00; (81371) 9-94-95";http://diamedi.ru/;"комплексное диагностическое обследование; "
333;11784;"""ДИАНА"" СТОМАТОЛОГИЧЕСКИЙ ЦЕНТР (ООО)";(812) 356-94-70;;"лечение стоматологических заболеваний; протезирование зубов; хирургическая стоматология; "
334;11785;"""ДИМАК СЕРВИС"" ФИРМА (ООО)";(812) 352-47-43 ;www.dimak.ru;"лечение стоматологических заболеваний; протезирование зубов; хирургическая стоматология; "
337;;"""ДОКТОР"" МЕДИЦИНСКИЙ ЦЕНТР (ООО)";"8 (81371) 3-46-00;  2-18-12; 8 (952) 230-87-98; 8 (904) 518-26-19";http://www.mcdoctor.ru/;"многопрофильное медицинское обслуживание; "
343;1634;"""ДРУЖБА"" ДЕТСКИЙ ТУБЕРКУЛЕЗНЫЙ САНАТОРИЙ";(812)465-66-69;http://drujba.pushkin.gov.spb.ru/;"санаторное лечение туберкулеза; "
344;;"""ДРУЖНОСЕЛЬЕ"" ЛЕНИНГРАДСКАЯ ОБЛАСТНАЯ ТУБЕРКУЛЕЗНАЯ БОЛЬНИЦА";(813) 7144580, 8 (813) 7144878;tb-drugnosele.ru;"лечение туберкулеза; "
346;46962;"""ДУНАЙ"" МЕДИЦИНСКАЯ ФИРМА (ООО)";(812) 730-98-26, 986-25-58.;7309826.ru;"лечение стоматологических заболеваний; "
347;974;"""ДЮНЫ"" САНАТОРИЙ (ООО)";"812 437-46-10;812 437-77-77;  921 574-04-94";dunes-spb.ru;"санаторно-курортное обслуживание; "
348;1628;"""ЕМС"" ООО";(812) 777-77-03,(812) 327-51-50;www.emcclinic.ru;"многопрофильное медицинское обслуживание; скорая неотложная медицинская помощь; "
350;1635;"""ЖЕМЧУЖИНА"" ДЕТСКИЙ ТУБЕРКУЛЕЗНЫЙ САНАТОРИЙ";(812) 433-40-27, 433-44-16, 433-42-67;pearl.spb.ru;"санаторное лечение туберкулеза; "
351;1635;"""ЖЕМЧУЖИНА"" ТУБЕРКУЛЕЗНЫЙ САНАТОРИЙ";"(81372) 243-94;: 8(81372) 225-02; 8(81372) 225-02";http://jemchyjina47.ucoz.ru;"санаторное лечение туберкулеза; "
387;19137;"""ЗАРЯ"" ПАНСИОНАТ с ЛЕЧЕНИЕМ";432-07-12,            432-06-55,            432-05-10;http://www.zarya-km.ru/;"санаторное лечение сердечно-сосудистых заболеваний; санаторное лечение заболеваний опорно-двигательного аппарата; "
388;1636;"""ЗВЕЗДОЧКА"" ДЕТСКИЙ САНАТОРИЙ";(812) 433-33-53;http://dsanzv.ru/;"санаторное лечение бронхо-легочных заболеваний; "
389;45719;"""ЗОРЬКА"" СПЕЦИАЛИЗИРОВАННЫЙ ДЕТСКИЙ САНАТОРИЙ";(812) 433-32-27, 433-41-11;www.detdune.ru;"санаторное лечение педиатрических заболеваний; "
392;3351;"""ИММУНОБИОСЕРВИС"" НПП (ООО) на кирочной";(812)273-03-03;http://www.immunobios.ru/;"лечение иммунологических заболеваний; лечение эндокринологических заболеваний; "
391;3351;"""ИММУНОБИОСЕРВИС"" НПП (ООО) на моссковском шоссе";(812)417-00-00, 417-00-21, 417-00-23;http://www.immunobios.ru/;"лечение иммунологических заболеваний; лечение эндокринологических заболеваний; "
394;;"""Институт токсикологии Федерального медико-биологического агентства"" ";(812) 365-06-80, 567-91-64;http://www.toxicology.ru;"исследования и разработки новых методов лечения; "
397;47051;"""КАПИТАЛ-ПОЛИС"" МЕДИЦИНСКИЙ ЦЕНТР (ООО)";(812) 320-65-41;https://capitalpolis.ru/medcenter/;"многопрофильное медицинское обслуживание; "
398;47048;"""КАРДИОКЛИНИКА"" ЗАО";"(812) 331-03-03; (812) 375-26-64;(812) 370-98-79; ";http://www.kardioklinika.ru;"лечение сердечно-сосудистых заболеваний; "
399;4569;"""КАРИОН ЛТД"" ФИРМА";"(812) 328-51-36 ; (812) 328-52-84";http://karion-med.ru;"лечение стоматологических заболеваний; лечение гинекологических заболеваний; УЗИ-диагностика; лечение урологических заболеваний; "
438;;"""КОЛЧАНОВО"" ДЕТСКИЙ ПУЛЬМОНОЛОГИЧЕСКИЙ САНАТОРИЙ";" 8(81363) 38073; 8(81363) 38087";http://санаторийколчаново.рф;"санаторное лечение заболеваний органов дыхания; "
439;1638;"""КОМАРОВО"" ДЕТСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ САНАТОРИЙ";"(812)241-22-32; (812)241-22-33";https://www.sankomarovo.ru/;"санаторное лечение психоневрологических заболеваний; "
446;4379;"""КОНТАКОР"" СЕВЕРО-ЗАПАДНЫЙ ЦЕНТР КОНТАКТНОЙ КОРРЕКЦИИ ЗРЕНИЯ";"(812) 272 05 03; (812) 275 81 43";http://kontakor.ru;"контактная коррекция зрения; подбор контактных линз; "
448;;"""КОСТЕР"" САНАТОРИЙ";(813) 78-64-947;http://www.detdune.ru;"санаторно-курортное обслуживание; лечебно-оздоровительные мероприятия; "
449;;"""КРАСНЫЙ ВАЛ"" ФТИЗИООФТАЛЬМОЛОГИЧЕСКИЙ САНАТОРИЙ";"81372-56-946; 81372-58-356; 8-81372-58-356";http://www.redval.ru;"санаторное лечение офтальмологических заболеваний; "
463;4392;"""ЛИНКОН"" ООО";(812) 275-45-24   321-83-88;http://linkon-spb.ru/;"подбор контактных линз; подбор очков; контактная коррекция зрения; "
464;4392;"""ЛИНКОН"" ООО";(812) 328-41-90, 321-83-88;http://linkon-spb.ru/;"подбор контактных линз; подбор очков; контактная коррекция зрения; "
465;1613;"""ЛИНКОРКОНТАКТ"" ФИРМА (ООО)";(812) 312-10-92;http://linkon-spb.ru/;"подбор контактных линз; подбор очков; контактная коррекция зрения; "
473;47059;"""МАЖОР"" ООО Стоматологическая клинника ""Орбита""";(812) 448-15-27;http://orbita-clinic.ru/;"лечение стоматологических заболеваний; "
474;892;"""МАКСИМИЛИАНОВСКАЯ"" ГОРОДСКАЯ БОЛЬНИЦА №28";(812) 314-51-92, 314-59-75,                 314-30-96,                      314-59-88;http://xn--80aaah2aaanfggdro1bj4v.xn--p1ai/;"многопрофильное медицинское обслуживание; "
476;;"""МАРЬИНО"" САНАТОРИЙ-ПРОФИЛАКТОРИЙ";(81361) 9-63-47;http://www.usadbamaryino.ru/history;санаторно-курортное обслуживание
477;4853;"""МЕДИ"" МЕДИЦИНСКАЯ АССОЦИАЦИЯ";812-777-00-00;http://medi.spb.ru/;"лечение стоматологических заболеваний; протезирование зубов; "
478;4993;"""МЕДИДЕНТ"" ФИРМА (ООО)";(812) 496-16-69;http://www.medident.ru/;"лечение стоматологических заболеваний; протезирование зубов; "
479;11834;"""МЕДИК"" СТОМАТОЛОГИЧЕСКАЯ КЛИНИКА (ООО)";296-51-81;http://www.medikdent.spb.ru/;"лечение стоматологических заболеваний; протезирование зубов; "
480;11797;"""МЕДИК"" ФИРМА (ООО)";(812) 515-72-11, 296-51-81;http://www.medikdent.spb.ru/;"лечение стоматологических заболеваний; протезирование зубов; "
486;4998;"""МЕДКОМ"" СТОМАТОЛОГИЧЕСКАЯ КЛИНИКА (ООО)";(8112)-906-29-29;http://medcomspb.ru/;"лечение стоматологических заболеваний; протезирование зубов; лечение ортодонтоза; имплантация зубов; хирургическая стоматология; "
503;47052;"""МЕДСЕРВИС"" ООО";(812) 387-85-96, 252-52-77;;"многопрофильное медицинское обслуживание; "
509;5053;"""МЕКО"" МЕДИЦИНСКИЙ ЦЕНТР";7 (812) 327-90-93     7 (981) 993-90-93;http://www.meko.ru/;"лечение стоматологических заболеваний; протезирование зубов; хирургическая стоматология; "
510;13906;"""МЕТРОПОЛИТЕН"" САНАТОРИЙ-ПРОФИЛАКТОРИЙ, САНКТ-ПЕТЕРБУРГСКИЙ МЕТРОПОЛИТЕН";+7 (812) 454-14-14;http://baltbereg.info/;"санаторно-курортное обслуживание; "
529;1627;"""На ДЕГТЯРНОЙ"" ЦЕНТР КРАСОТЫ и ЗДОРОВЬЯ (ЗАО)";(812) 271-50-28, 717-67-38;;"косметологическое лечебное обслуживание; массаж; физиотерапия; коррекция фигуры; "
527;38570;"""НОВЫЕ ТЕХНОЛОГИИ"" НЕЙРОХИРУРГИЧЕСКИЙ ЦЕНТР (ООО)";"(812) 558-23-18 ; (812) 558-85-78 ; (921) 914-55-88 ";www.neuros.ru/;"нейрохирургия; "
528;1618;"""НОРДМЕД"" ООО";(812) 710-04-01, 710-02-06;;"лечение стоматологических заболеваний; "
532;1641;"""ОГОНЕК"" ВОССТАНОВИТЕЛЬНЫЙ ЦЕНТР ДЕТСКОЙ ОРТОПЕДИИ и ТРАВМАТОЛОГИИ";(812) 421-11-45, 421-42-36, 421-41-50;http://center-ogonek.ru/;"лечение заболеваний опорно-двигательного аппарата у детей; "
537;3020;"""ОДИС""  ул. Королева, д. 32, корп. 1";(812) 348-59-85, 954-87-28;http://www.odis-stom.spb.ru/;"лечение стоматологических заболеваний; имплантация зубов; хирургическая стоматология; "
535;;"""ОДИС"" ЗАО  ул. Камышовая, д. 32, корп. 1";(812) 341-96-83, 982-86-95;http://www.odis-stom.spb.ru/;"лечение стоматологических заболеваний; имплантация зубов; хирургическая стоматология; "
536;;"""ОДИС"" ЗАО Комендантский, д. 35, корп. 1";(812)306-07-07, 983-55-09;http://www.odis-stom.spb.ru/;"лечение стоматологических заболеваний; имплантация зубов; хирургическая стоматология; "
533;;"""ОДИС"" ЗАО пр. Космонавтов, д. 54, корп. 1";(812) 241-27-36, 983-90-19;http://www.odis-stom.spb.ru/;"лечение стоматологических заболеваний; имплантация зубов; хирургическая стоматология; "
534;;"""ОДИС"" ЗАО ул. Планерная, д. 47, корп. 1";(812)  347-31-46, 982-87-95;http://www.odis-stom.spb.ru/;"лечение стоматологических заболеваний; имплантация зубов; хирургическая стоматология; "
539;46965;"""ОКСИСМАЙЛ"" ООО";"812 466-54-74;  +7 964 368-83-47";http://spbdental.ru/oksismajl;"лечение стоматологических заболеваний; "
542;47055;"""ОНА"" ЦЕНТР МАГНИТНО-РЕЗОНАНСНОЙ ТОМОГРАФИИ (ООО)"; (812) 756-88-35;ona-clinic.ru;"компьютерная и магнитно-резонансная томография; "
543;;"""ОНА"" ЦЕНТР МАГНИТНО-РЕЗОНАНСНОЙ ТОМОГРАФИИ (ООО) Центр Неврологии и МРТ на ул. Рижская, 12"; (812) 670-00-33;ona-clinic.ru;"компьютерная и магнитно-резонансная томография; "
544;;"""ОНА"" ЦЕНТР МАГНИТНО-РЕЗОНАНСНОЙ ТОМОГРАФИИ (ООО)Центр МРТ и КТ на Серебристом бульваре, 20А";(812) 244-34-77;ona-clinic.ru;"компьютерная и магнитно-резонансная томография; "
547;42135;"""ОНИКА"" ЛЕЧЕБНО-ДИАГНОСТИЧЕСКИЙ ЦЕНТР";"(812) 451 69 60;(812) 451 69 73";http://onika.su/;"многопрофильное медицинское обслуживание; "
563;11810;"""ПАКС"" ГОРОДСКОЙ ПАРОДОНТОЛОГИЧЕСКИЙ ЦЕНТР (ЗАО)";(812)  498 19 58;http://gpc-paks.ru/;"лечение стоматологических заболеваний; протезирование зубов; отбеливание зубов; хирургическая стоматология; "
568;1643;"""ПЕТРОДВОРЕЦ"" ДЕТСКИЙ ТУБЕРКУЛЕЗНЫЙ САНАТОРИЙ";(812)450-72-51;www.detdune.ru;"санаторное лечение туберкулеза; "
571;1644;"""ПИОНЕР"" ДЕТСКИЙ САНАТОРИЙ";(812) 433-45-19,  433-45-05, 433-34-56;http://www.pioner.spb.ru;"санаторное лечение педиатрических заболеваний; "
606;11812;"""ПРИМАВЕРА"" СТОМАТОЛОГИЧЕСКИЙ ЦЕНТР (ООО)";(812) 320-82-43, 966-21-05;http://www.primavera-clinic.ru;"лечение стоматологических заболеваний; протезирование зубов; отбеливание зубов; "
610;4438;"""ПРОГНОЗМЕД"" НЕВРОЛОГИЧЕСКИЙ ЦЕНТР (ООО)  Галстяна ул., д. 1";(812) 468-81-28;http://prognozmed.ru;"лечение психоневрологических заболеваний у детей; "
611;4438;"""ПРОГНОЗМЕД"" НЕВРОЛОГИЧЕСКИЙ ЦЕНТР (ООО) Парадная ул., д. 3";(812) 337-26-06;http://prognozmed.ru;"лечение психоневрологических заболеваний у детей; "
612;11808;"""ПРОДЕНТ"" ООО";(812)932-70-08, 534-29-00, 335-31-02;http://prodentspb.ru;"лечение стоматологических заболеваний; протезирование зубов; "
624;46964;"""ПРОФИДЕНТ"" ООО";(812) 312-82-62         (911) 139-78-16;http://www.stom-firms.ru/p_firmPage_site?i=5645;"лечение стоматологических заболеваний; "
632;42529;"""ПУШКИНСКИЙ"" ДЕТСКИЙ ТУБЕРКУЛЕЗНЫЙ САНАТОРИЙ";(812) 465-29-26;http://www.pushkinsky.net/;"санаторное лечение туберкулеза; "
633;;"""РАДУГА-М"" ООО";8 (813-71) 3-04-03,                       8 (911) 137-44-93;http://xn--80aaid6btx.xn--p1ai/;"лечение стоматологических заболеваний; протезирование зубов; "
634;5020;"""РАЙДЕН"" ФИРМА (ООО)";(812) 758-35-24, 753-89-88;http://www.raden.ru/;"лечение стоматологических заболеваний; протезирование зубов; хирургическая стоматология; "
639;3920;"""РЕПИНО"" САНАТОРИЙ (ЗАО)";"(812) 380 2130
 +7 (812) 380 2131";http://www.repinospb.ru/;"санаторно-курортное обслуживание; "
640;972;"""РЕПРОДУКТИВНОЕ ЗДОРОВЬЕ"" КОНСУЛЬТАТИВНО-ДИАГНОСТИЧЕСКИЙ ЦЕНТР"; (812) 644-57-57;http://juventa-spb.info/;"многопрофильное медицинское обслуживание; "
652;47060;"""РУБИН"" ООО";(812) 347-86-81;http://www.rubin-stomatology.ru/;"лечение стоматологических заболеваний; "
653;;"""САЛЮТ"" ДЕТСКИЙ САНАТОРИЙ";(81371) 9-34-97;https://dpssalut.wordpress.com/;"санаторно-курортное обслуживание; лечебно-оздоровительные мероприятия; "
711;11815;"""САПФИР"" МЕДИЦИНСКИЙ ЦЕНТР (ЗАО)";"(812)302-04-90;929-27-29;301-02-40";http://medsafir.ru/;"многопрофильное медицинское обслуживание; УЗИ-диагностика; "
714;3922;"""СЕВЕРНАЯ РИВЬЕРА"" САНАТОРИЙ (ЗАО)";"(812) 433-55-02; (812) 433-31-55";http://www.kurortriviera.ru;"санаторно-курортное обслуживание; "
719;1649;"""СЕСТРОРЕЦКИЙ КУРОРТ"" САНАТОРИЙ (ОАО)";"(812) 437 3453;(812) 434 1705; (812) 437 3540";http://www.kurort.ru;"санаторное лечение гастроэнтерологических заболеваний; санаторное лечение психоневрологических заболеваний; санаторное лечение стоматологических заболеваний; санаторное лечение сердечно-сосудистых заболеваний; санаторное лечение заболеваний опорно-двигательного аппарата; санаторное лечение нефрологических заболеваний; "
720;21392;"""СИНАПС"" ООО";"8(911)240-06-55;8 (952) 248-78-58";http://sinaps.spb.su/;"лечение психиатрических заболеваний; лечение наркологических заболеваний; лечение психоневрологических заболеваний; психологическая помощь; "
723;1650;"""СОЛНЕЧНОЕ"" ДЕТСКИЙ САНАТОРИЙ";(812) 432-91-76;http://solsankinder.ru/;"санаторное лечение педиатрических заболеваний; "
724;;"""СОСНОВЫЙ МЫС"" ДЕТСКИЙ ОБЛАСТНОЙ ПРОТИВОТУБЕРКУЛЕЗНЫЙ САНАТОРИЙ";" (81378) 67-211;  (81378) 67-207 ";http://sosnoviy-mis.ru;"санаторное лечение туберкулеза; "
725;;"""СПАРТАК"" ДЕТСКИЙ САНАТОРИЙ";" 568-03-74;(813 71)  49-580";http://dsspartak.ucoz.ru/;"санаторно-курортное обслуживание; лечебно-оздоровительные мероприятия; "
739;;"""СТОМА-ЛЮКС"" СТОМАТОЛОГИЧЕСКИЙ ЦЕНТР (ООО) Пионерская";"  (812) 394-90-69; (812) 394-94-25; 8 921 318-49-23";http://stomalux-spb.ru;"лечение стоматологических заболеваний; протезирование зубов; имплантация зубов; хирургическая стоматология; "
740;;"""СТОМА-ЛЮКС"" СТОМАТОЛОГИЧЕСКИЙ ЦЕНТР (ООО) Электросила";"8 (812) 388-88-56;  (812) 388-25-98; 8 921 318-49-24";http://stomalux-spb.ru;"лечение стоматологических заболеваний; протезирование зубов; имплантация зубов; хирургическая стоматология; "
741;;"""СТОМА-ЛЮКС"" СТОМАТОЛОГИЧЕСКИЙ ЦЕНТР (ООО)Звездная";"8 (812) 651-07-14; 8 (812) 651-07-24";http://stomalux-spb.ru;"лечение стоматологических заболеваний; протезирование зубов; имплантация зубов; хирургическая стоматология; "
737;;"""СТОМАМЕДСЕРВИС"" МЕДИЦИНСКИЙ ЦЕНТР (ООО)";(813-71) 926-80;http://smeds.ru;"многопрофильное медицинское обслуживание; "
743;;"""СТОМАТОЛОГ"" КЛИНИКА (ООО)  на Маршала Захарова ул., 20";(812) 742-6560, 742-4377, 8 (921) 371-6294;http://spb-stomatolog.ru/;"лечение стоматологических заболеваний; протезирование зубов; имплантация зубов; хирургическая стоматология; "
742;5028;"""СТОМАТОЛОГ"" КЛИНИКА (ООО) на 2-й Комсомольской ул. 24"; (812) 730-2253, 8 (921) 982-5274;http://spb-stomatolog.ru/;"лечение стоматологических заболеваний; протезирование зубов; имплантация зубов; хирургическая стоматология; "
744;;"""СТОМАТОЛОГ"" ООО Тосно";"8(81361)2-43-07; 8(81361)2-98-64";;"лечение стоматологических заболеваний; протезирование зубов; "
